eval_set,split,model,model_display_name,prompt_mode,prompt_condition,n,accuracy,symbolic_selection_rate
control_cv,91,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1026,0.5789473684210527,0.6754385964912281
control_cv,92,qwen3_8b,Qwen3-8B,always_nl,Always NL,1008,0.5625,0.0
control_cv,92,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1008,0.5525793650793651,1.0
control_cv,92,qwen3_8b,Qwen3-8B,query_router,Query Router,1008,0.564484126984127,0.8898809523809523
control_cv,92,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1008,0.566468253968254,0.7291666666666666
control_cv,93,qwen3_8b,Qwen3-8B,always_nl,Always NL,1048,0.5677480916030534,0.0
control_cv,93,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1048,0.5677480916030534,1.0
control_cv,93,qwen3_8b,Qwen3-8B,query_router,Query Router,1048,0.5648854961832062,0.5944656488549618
control_cv,93,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1048,0.5677480916030534,0.5209923664122137
control_cv,94,qwen3_8b,Qwen3-8B,always_nl,Always NL,1067,0.5670103092783505,0.0
control_cv,94,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1067,0.555763823805061,1.0
control_cv,94,qwen3_8b,Qwen3-8B,query_router,Query Router,1067,0.5707591377694471,0.7497656982193065
control_cv,94,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1067,0.5716963448922212,0.7225866916588566
control_cv,95,qwen3_8b,Qwen3-8B,always_nl,Always NL,1040,0.5605769230769231,0.0
control_cv,95,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1040,0.5692307692307692,1.0
control_cv,95,qwen3_8b,Qwen3-8B,query_router,Query Router,1040,0.5865384615384616,0.75
control_cv,95,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1040,0.5673076923076923,0.5394230769230769
control_cv,96,qwen3_8b,Qwen3-8B,always_nl,Always NL,1057,0.565752128666036,0.0
control_cv,96,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1057,0.565752128666036,1.0
control_cv,96,qwen3_8b,Qwen3-8B,query_router,Query Router,1057,0.5733207190160833,0.7218543046357616
control_cv,96,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1057,0.5704824976348155,0.5298013245033113
control_cv,97,qwen3_8b,Qwen3-8B,always_nl,Always NL,1031,0.5586808923375364,0.0
control_cv,97,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1031,0.550921435499515,1.0
control_cv,97,qwen3_8b,Qwen3-8B,query_router,Query Router,1031,0.562560620756547,0.481086323957323
control_cv,97,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1031,0.5693501454898157,0.4335596508244423
control_cv,98,qwen3_8b,Qwen3-8B,always_nl,Always NL,927,0.5836030204962244,0.0
control_cv,98,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,927,0.5738942826321467,1.0
control_cv,98,qwen3_8b,Qwen3-8B,query_router,Query Router,927,0.5868392664509169,0.6353829557713053
control_cv,98,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,927,0.5814455231930961,0.5922330097087378
control_cv,99,qwen3_8b,Qwen3-8B,always_nl,Always NL,897,0.5919732441471572,0.0
control_cv,99,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,897,0.5897435897435898,1.0
control_cv,99,qwen3_8b,Qwen3-8B,query_router,Query Router,897,0.6031215161649944,0.7569676700111483
control_cv,99,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,897,0.6042363433667781,0.5752508361204013
