eval_set,model,model_display_name,diagnostic_source,dataset_variant,prompt_mode,n_pairs,n_valid_pairs,strict_ccc,correct_flip_rate,wrong_flip_rate,invariant_yes_rate,invariant_no_rate,scca,signed_ccc,invalid_pair_rate,split
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,2025,2025,0.35703703703703704,0.26765432098765435,0.08938271604938272,0.22518518518518518,0.4177777777777778,0.26765432098765435,0.17827160493827163,0.0,15
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,2025,2025,0.497283950617284,0.35604938271604936,0.14123456790123456,0.12691358024691357,0.37580246913580245,0.35604938271604936,0.2148148148148148,0.0,15
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,2025,2025,0.4088888888888889,0.31703703703703706,0.09185185185185185,0.17728395061728394,0.4138271604938272,0.31703703703703706,0.2251851851851852,0.0,15
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,2025,2025,0.3891358024691358,0.28888888888888886,0.10024691358024691,0.19358024691358025,0.41728395061728396,0.28888888888888886,0.18864197530864196,0.0,15
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1723,1723,0.367382472431805,0.22751015670342425,0.13987231572838074,0.19442832269297736,0.4381892048752176,0.22751015670342425,0.08763784097504351,0.0,16
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1723,1723,0.4596633778293674,0.2658154381892049,0.1938479396401625,0.12362159024956472,0.4167150319210679,0.2658154381892049,0.07196749854904239,0.0,16
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1723,1723,0.4248403946604759,0.2646546720835752,0.16018572257690075,0.15206035983749275,0.4230992455020313,0.2646546720835752,0.10446894950667443,0.0,16
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1723,1723,0.4190365641323273,0.24434126523505514,0.1746952988972722,0.14625652930934416,0.4347069065583285,0.24434126523505514,0.06964596633778294,0.0,16
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1528,1528,0.39790575916230364,0.2787958115183246,0.11910994764397906,0.26112565445026176,0.34096858638743455,0.2787958115183246,0.15968586387434555,0.0,17
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1528,1528,0.5137434554973822,0.3704188481675393,0.14332460732984292,0.14201570680628273,0.34424083769633507,0.3704188481675393,0.22709424083769636,0.0,17
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1528,1528,0.43455497382198954,0.32002617801047123,0.11452879581151833,0.22971204188481675,0.3357329842931937,0.32002617801047123,0.20549738219895292,0.0,17
